Hotel,URL,Room to be extracted,Location,Platform,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Moire Hoi An Vignette Collection By IHG,https://www.agoda.com/moire-hoi-an-vignette-collection-an-ihg-hotel/hotel/hoi-an-vn.html?locale=en-us&ckuid=a92c1e11-0f73-4edd-92be-952d6582b7d6&prid=0&gclid=CjwKCAjwmenCBhA4EiwAtVjzmnb6ZTBDbNlqKdl74D-POLaJk8E9cOtOPxq5aHysoRPzU7RF0Y50NBoCcFsQAvD_BwE&currency=VND&correlationId=8bf6955a-c300-4eb4-88ba-b82bfa608de9&analyticsSessionId=-8289205163169192005&pageTypeId=7&realLanguageId=1&languageId=1&origin=VN&stateCode=SG&cid=1922877&tag=802ff3ba-6cd1-4f47-b9d9-8eec127eda92&userId=a92c1e11-0f73-4edd-92be-952d6582b7d6&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=en-us&cultureInfoName=en-us&machineName=hk-pc-2h-acm-web-user-cb85d546f-b6pxt&trafficGroupId=5&trafficSubGroupId=9&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-07-18&checkOut=2025-07-19&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=Moire+Hoi+An+Vignette+Collection+By+IHG&productType=-1&travellerType=1&familyMode=off&ds=IoZUEux%2BQhruZi3k,1 King Deluxe,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Mùa Dalat Wellness Hotel,https://www.agoda.com/mua-dalat-wellness-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Superior Double Room,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Deluxe giường King có ban công (Deluxe King with Balcony),https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Deluxe giường King có ban công (Deluxe King with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Deluxe King Pool View with Balcony,https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Deluxe King Pool View with Balcony,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Duplex City View with Balcony,https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Duplex City View with Balcony,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Grand Suite 1 Bedroom,https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Grand Suite 1 Bedroom,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Phòng Deluxe 2 Giường đơn với Ban công (Deluxe Twin Beds with Balcony),https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Phòng Deluxe 2 Giường đơn với Ban công (Deluxe Twin Beds with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
MV Hotel Hoi An - Phòng Loại Sang Hướng Bể Bơi 2 Giường Đơn (Deluxe Twin Pool View),https://www.agoda.com/vi-vn/signature-by-m-village-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-07-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%2520Object%5D&los=1&searchrequestid=7d7c07bb-8a46-44a6-8ea3-03ea553ec8d2,Phòng Loại Sang Hướng Bể Bơi 2 Giường Đơn (Deluxe Twin Pool View),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Nexus House An Son Da Lat,https://www.agoda.com/nexus-house-an-son-da-l-t/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Standard Double with Balcony,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Palm Garden Beach Resort & Spa,https://www.agoda.com/vi-vn/palm-garden-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=6220ad10-6f7a-48be-b731-705ed90e2662&checkin=2026-02-06,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Pao's Sapa Leisure Hotel,https://www.agoda.com/pao-s-sapa-leisure-hotel/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-12&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=e6777808-ce94-4c80-82dd-286280b875bb,Deluxe Garden View,Sapa,Agoda,,,,,,,,,,,,,,,,,,,,,
Renaissance Danang Hoi An Resort & Spa,https://www.agoda.com/vi-vn/renaissance-hoi-an-resort-spa_3/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=a03a6ca8-2219-41ad-b4fe-ed1c53ae9d6a&checkin=2026-02-06,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Reu Boutique Hotel - Hotel,https://www.agoda.com/vi-vn/reu-boutique-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=96f5ec9a-9f35-4e58-808e-5fe3684073bc&checkin=2026-02-06,Superior 2 giường hoặc giường đôi (Superior Twin or Double),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Sapa Jade Hill Resort & Spa,https://www.agoda.com/sapa-jade-hill-resort-spa/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=6033f94a-f06b-48f9-86b7-a51f4a502040&checkin=2026-01-12,Deluxe Valley View Room,Sapa,Agoda,,,,,,,,,,,,,,,,,,,,,
Sheraton Can Tho,https://www.agoda.com/sheraton-can-tho/hotel/c-n-tho-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=06744d7b-3e9f-43e9-b1c7-51e117599884&checkin=2026-01-12,"Guest room, 2 Twin",Cần Thơ,Agoda,,,,,,,,,,,,,,,,,,,,,
Silk Path Grand Sapa Resort & Spa,https://www.agoda.com/silk-path-grand-resort-spa-sapa/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-12&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&tspTypes=-1&los=1&searchrequestid=e8ad6f1a-6a2d-44b3-990a-fe64f3a6575e,Classic Garden View,Sapa,Agoda,,,,,,,,,,,,,,,,,,,,,
Silverland Ben Thanh_Spring Field - No Window,https://www.agoda.com/en-gb/silverland-ben-thanh/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=f3dfa2e7-b20a-4f93-87d4-3c1bc711a367&ds=nX8j45SUAw8I%2FYVG&checkin=2024-02-12,Spring Field - No Window,TTD,Agoda,,,,,,,,,,,,,,,,,,,,,
Silverland Ben Thanh_Sunshine Garden - Double or Twin,https://www.agoda.com/en-gb/silverland-ben-thanh/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=f3dfa2e7-b20a-4f93-87d4-3c1bc711a367&ds=nX8j45SUAw8I%2FYVG&checkin=2024-02-12,Sunshine Garden - Double or Twin,TTD,Agoda,,,,,,,,,,,,,,,,,,,,,
Sol An Bang Beach Resort & Spa,https://www.agoda.com/sol-an-bang-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=17&los=1&searchrequestid=6cb2e5e7-05d2-490b-b8ae-b0d0c702db7e&ds=sKBy4LzJohpzc%2BOe,Deluxe Room,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Sứ Retreat Hoi An - Riverfront Resort,https://www.agoda.com/vi-vn/s-retreat-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=31885505-090c-4040-bd42-647b01dbbe94&checkin=2026-02-10,Suite Lớn có Ban Công (Executive Suite with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Swiss-Belresort Tuyen Lam Dalat,https://www.agoda.com/swiss-belresort-tuyen-lam-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&tspTypes=9%2C-1&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Deluxe Mountain View King Room,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Terracotta Hotel and Resort Dalat,https://www.agoda.com/terracotta-hotel-and-resort-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&tspTypes=9%2C8&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Superior Twin,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Deluxe City View,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Deluxe City View,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Deluxe Mountain View,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Deluxe Mountain View,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Double Room,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Double Room,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Executive Suite,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Executive Suite,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Signature Suite,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Signature Suite,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Suite City View Room,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Suite City View Room,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Suite Mountain View,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Suite Mountain View,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Tripple Balcony,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Triple Balcony,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Mist Boutique - Tripple Deluxe,https://www.agoda.com/the-mist-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=db1cfae1-30f2-4c21-94e3-b6d1b21c28c1&ds=WCvMDeNTDlHf9b9e&checkin=2026-01-06,Triple Deluxe,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Pink Boutique Hotel,https://www.agoda.com/the-pink-boutique-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&tspTypes=2&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Classic Double,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
The Signature Hoi An,https://www.agoda.com/the-signature-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=59dc9e56-4b06-4a8e-a3f5-08dc9c77da54&ds=t8qF3GhOFoeYR4aV,Signature Lantern Room,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Topas Ecolodge,https://www.agoda.com/topas-ecolodge/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=2b365a19-c416-4ac7-94aa-b5691c673229&checkin=2026-01-12,Deluxe Suite,Sapa,Agoda,,,,,,,,,,,,,,,,,,,,,
Tui ba gang - Deluxe Plus,https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Deluxe Plus,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Tui ba gang - Phòng Đẳng Cấp – 1 Giường (Premier Room - 1 Bed),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Đẳng Cấp – 1 Giường (Premier Room - 1 Bed),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Tui ba gang - Phòng Gia Đình Loại Sang (Deluxe Family Room),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Gia Đình Loại Sang (Deluxe Family Room),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Tui ba gang - Phòng Gia đình với Ban công Riêng (Family Room with Private Balcony),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Gia đình với Ban công Riêng (Family Room with Private Balcony),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
